Title,Number of review,Category,Review Comment,Popular food,Online Order,length,word_count,sentiment_score,subjectivity_score,sentiment_class,sentiment_intensity,length_quartile,performance_category
Roof at Park South,83,"Japanese, Seafood","“It look like a highline extension with a lot of flowers, a great bar and fire...”",No,No,82,16,0.8,0.75,Positive,0.8,Long,"Stars (High Sentiment, High Volume)"
Momoya Soho,9,"Japanese, Seafood",“Leave it to Sushi Chef!”,No,No,25,5,0.0,0.0,Neutral,0.0,Short,"Needs Improvement (Low Sentiment, Low Volume)"
Vestry,24,Pub,“The tuna toast !”,Tuna,Yes,18,4,0.0,0.0,Neutral,0.0,Short,"Needs Improvement (Low Sentiment, Low Volume)"
Peter Dillon's,44,American,“Cracking Bar”,Bar,Yes,14,2,0.0,0.0,Neutral,0.0,Very Short,"Popular but Declining (Low Sentiment, High Volume)"
Levain Bakery - NoHo,23,"Bar, Pub",“Best cookie ever”,Rice,Yes,18,3,1.0,0.3,Positive,1.0,Short,"Hidden Gems (High Sentiment, Low Volume)"
Stags Head,66,"French, European",“SUPER FRIENDLY AND AWESOME BAR”,Salad,Yes,32,5,0.5694444444444444,0.7222222222222222,Positive,0.5694444444444444,Medium,"Stars (High Sentiment, High Volume)"
La Mercerie,97,"Chinese, Asian",“Nice dining experience”,Pizza,Yes,24,3,0.6,1.0,Positive,0.6,Short,"Stars (High Sentiment, High Volume)"
Wok 88,66,"Chinese, Seafood",“Good Food just down the street from our...”,Noodles,Yes,44,8,0.2722222222222222,0.44444444444444453,Positive,0.2722222222222222,Long,"Popular but Declining (Low Sentiment, High Volume)"
Sichuan Hot Pot Cuisine,87,"Bar, Pub",“Great spot in Chinatown!”,Fish And Chips,Yes,26,4,1.0,0.75,Positive,1.0,Short,"Stars (High Sentiment, High Volume)"
Cornerstone Tavern,69,"Asian, Malaysian",“... a 6'5' guy in drag wandering up to the bar and nobody seemed to bat an eye!”,Sandwiches,Yes,81,18,-0.125,0.07083333333333333,Negative,0.125,Long,"Popular but Declining (Low Sentiment, High Volume)"
New Malaysia,90,"Bar, Pub",“Delicious Hoinan chicken rice and curry beef.”,Pizza,Yes,47,7,0.2,0.975,Positive,0.2,Long,"Popular but Declining (Low Sentiment, High Volume)"
The dead poet,58,Cafe,“Great Cocktails!”,Dumplings,Yes,18,2,1.0,0.75,Positive,1.0,Short,"Stars (High Sentiment, High Volume)"
Forty Carrots,89,"Wine Bar, Bar",“Excellent egg salad sandwich.”,Dim Sum,Yes,31,4,1.0,1.0,Positive,1.0,Medium,"Stars (High Sentiment, High Volume)"
The Ten Bells,70,"American, Pizza",“Wine and Tapas and more wine!”,Sushi,Yes,31,6,0.625,0.5,Positive,0.625,Medium,"Stars (High Sentiment, High Volume)"
The Marshal,323,"Chinese, Asian",“Quite possibly the best Pizza I ever ate!”,No,Yes,43,8,0.5,0.65,Positive,0.5,Long,"Stars (High Sentiment, High Volume)"
Big Wong King,266,Italian,“... the noodles perfectly cooked.”,No,Yes,35,5,1.0,1.0,Positive,1.0,Medium,"Stars (High Sentiment, High Volume)"
Tarallucci E Vino Upper West Side,88,Italian,“Amazing”,No,Yes,9,1,0.6000000000000001,0.9,Positive,0.6000000000000001,Very Short,"Stars (High Sentiment, High Volume)"
Pastai,75,"Bar, American","“Nice, italian, authentic experience......”",No,Yes,43,4,0.3666666666666667,0.5833333333333334,Positive,0.3666666666666667,Long,"Stars (High Sentiment, High Volume)"
The Milton,71,"Irish, Bar","“casyal, reasonable, rustic with good menu”",No,Yes,43,6,0.44999999999999996,0.6000000000000001,Positive,0.44999999999999996,Long,"Stars (High Sentiment, High Volume)"
Cassidy's Pub & Restaurant,161,"Chinese, Asian",“We had bangers and mash and fish and chips.”,No,Yes,45,9,0.0,0.0,Neutral,0.0,Long,"Popular but Declining (Low Sentiment, High Volume)"
Tim Ho Wan,35,"American, Diner",“LOVE THIS PLACE”,No,No,17,3,0.5,0.6,Positive,0.5,Very Short,"Stars (High Sentiment, High Volume)"
Hector's Restaurant,84,Cafe,“Ooh! Unpretentious real diner in NYC...”,No,No,41,6,0.2,0.30000000000000004,Positive,0.2,Medium,"Popular but Declining (Low Sentiment, High Volume)"
Toast Cafe Brasserie,55,"American, Bar","“... needs, from sandwiches, hot cooked ...”",No,No,44,7,0.25,0.8500000000000001,Positive,0.25,Long,"Popular but Declining (Low Sentiment, High Volume)"
Rowland's Bar & Grill,141,"American, Bar",“Typical American bar&grill”,No,No,28,3,-0.08333333333333333,0.25,Neutral,0.08333333333333333,Short,"Popular but Declining (Low Sentiment, High Volume)"
Fresh Salt,91,"Japanese, Asian",“Quick bite to eat”,No,No,19,4,0.3333333333333333,0.5,Positive,0.3333333333333333,Short,"Stars (High Sentiment, High Volume)"
Lucky Cat,44,"Indian, Chinese",“A humbling experience!!”,No,No,25,3,0.0,0.0,Neutral,0.0,Short,"Popular but Declining (Low Sentiment, High Volume)"
Utsav Restaurant,627,"Barbecue, Asian",“Great food but very chaotic atmosphere”,No,No,40,6,0.5,0.525,Positive,0.5,Medium,"Stars (High Sentiment, High Volume)"
Gogi 37,48,Cafe,“best first experience ever”,No,No,28,4,0.625,0.31666666666666665,Positive,0.625,Short,"Stars (High Sentiment, High Volume)"
Jake's at the Knick,84,"American, Bar",“Perfect coffee great service”,No,No,30,4,0.9,0.875,Positive,0.9,Medium,"Stars (High Sentiment, High Volume)"
Clinton Hall FIDI,148,"Japanese, Sushi",“Fun place and a great burger”,No,No,30,6,0.55,0.475,Positive,0.55,Medium,"Stars (High Sentiment, High Volume)"
Kura,37,"Italian, Pizza",“An extraordinary little gem on the lower...”,No,No,45,7,0.07291666666666666,0.75,Neutral,0.07291666666666666,Long,"Popular but Declining (Low Sentiment, High Volume)"
Harry's Italian,140,"Chinese, Asian",“Can’t go wrong with pizza but the pasta...”,No,No,44,8,-0.5,0.9,Negative,0.5,Long,"Popular but Declining (Low Sentiment, High Volume)"
Tim Ho Wan East Village,207,"American, Bar",“Super dumplings!”,No,No,18,2,0.41666666666666663,0.6666666666666666,Positive,0.41666666666666663,Short,"Stars (High Sentiment, High Volume)"
Blackbarn,39,"Turkish, Middle Eastern",“Lovely Dinner”,No,No,15,2,0.5,0.75,Positive,0.5,Very Short,"Stars (High Sentiment, High Volume)"
Uskudar,85,"Japanese, Sushi",“A small but long lived Turkish place on...”,No,No,44,8,-0.15,0.4,Negative,0.15,Long,"Popular but Declining (Low Sentiment, High Volume)"
Sachi Asian Bistro,67,Fast Food,“I came here to take some dim sum out for the kids.”,No,No,52,12,0.1,0.5,Neutral,0.1,Long,"Popular but Declining (Low Sentiment, High Volume)"
Num Pang Sandwich Shop,72,"Japanese, Asian",“Great!”,No,No,8,1,1.0,0.75,Positive,1.0,Very Short,"Stars (High Sentiment, High Volume)"
Ajisen Ramen,63,"Japanese, Seafood",“Nice little place with good lo mein”,No,No,37,7,0.3708333333333333,0.7000000000000001,Positive,0.3708333333333333,Medium,"Stars (High Sentiment, High Volume)"
Katherine,111,Italian,“Best cocktails”,Italian Food,Yes,16,2,1.0,0.3,Positive,1.0,Very Short,"Stars (High Sentiment, High Volume)"
Coarse,48,"Turkish, Middle Eastern",“Go go go!!”,Lobster Bisque,Yes,12,3,0.0,0.0,Neutral,0.0,Very Short,"Popular but Declining (Low Sentiment, High Volume)"
Sip Sak,168,"Fast Food, Asian",“Good lunch”,Tuna,Yes,12,2,0.7,0.6000000000000001,Positive,0.7,Very Short,"Stars (High Sentiment, High Volume)"
Xi'an Famous Foods,59,"American, International",“Best noods!”,Burger,Yes,13,2,1.0,0.3,Positive,1.0,Very Short,"Stars (High Sentiment, High Volume)"
Suspenders Pub NY,80,"Italian, Mediterranean",“It’s a Cheers Bar!”,Wagyu Beef,Yes,20,4,0.0,0.0,Neutral,0.0,Short,"Popular but Declining (Low Sentiment, High Volume)"
Mediterraneo,141,"Steakhouse, Bar",“Italian food as it should be”,Fries,Yes,30,6,0.0,0.0,Neutral,0.0,Medium,"Popular but Declining (Low Sentiment, High Volume)"
Sea Fire Grill,1137,"Japanese, Sushi",“The lobster bisque was velvety and luscious.”,Crab Cakes,Yes,46,7,0.0,0.0,Neutral,0.0,Long,"Popular but Declining (Low Sentiment, High Volume)"
Sasabune,105,"American, Bar",“No spicy tuna.”,Spaghetti,Yes,16,3,0.0,0.0,Neutral,0.0,Very Short,"Popular but Declining (Low Sentiment, High Volume)"
Patriot Saloon,47,"American, Bar",“Became our ‘local’”,Fish Tacos,Yes,20,3,0.0,0.0,Neutral,0.0,Short,"Popular but Declining (Low Sentiment, High Volume)"
Tracks Raw Bar & Grill,102,"Japanese, Asian",“Turkey burger with a side salad and per...”,Ribeye,Yes,44,8,0.0,0.0,Neutral,0.0,Long,"Popular but Declining (Low Sentiment, High Volume)"
Tsurutontan Udon Noodle Brasserie,116,"Chinese, Asian","“... udons from cremes, curries, traditional and upscale truffles and wagyu beef.”",Fries,Yes,82,12,0.0,0.75,Neutral,0.0,Long,"Popular but Declining (Low Sentiment, High Volume)"
Oriental Garden Restaurant,195,"Bar, Pub",“Great Service and Food”,Salad,Yes,24,4,0.8,0.75,Positive,0.8,Short,"Stars (High Sentiment, High Volume)"
All Stars Sports Bar & Grill,21,"Bar, American","“The fries were terrific also, hot crisp...”",Pizza,Yes,44,7,0.16666666666666666,0.7555555555555555,Positive,0.16666666666666666,Long,"Needs Improvement (Low Sentiment, Low Volume)"
Astor Court,91,"Belgian, European",“Not what it used to be…”,No,Yes,25,6,0.0,0.0,Neutral,0.0,Short,"Popular but Declining (Low Sentiment, High Volume)"
B. Cafe,87,"Sri Lankan, Asian",“Delicious brunch”,No,Yes,18,2,1.0,1.0,Positive,1.0,Short,"Stars (High Sentiment, High Volume)"
Sigiri,69,Indian,"“A great SriLankan, my be the only one, in...”",No,Yes,46,9,0.4,0.875,Positive,0.4,Long,"Stars (High Sentiment, High Volume)"
Aahar Indian Cuisine,57,"Bar, Pub",“Phenomenal tandoori lamb chops!”,No,Yes,33,4,0.625,0.5,Positive,0.625,Medium,"Stars (High Sentiment, High Volume)"
Lounge Sheraton Tribeca,59,"Seafood, Soups",“The Lounge is part of being a Marriott...”,No,Yes,43,8,0.0,0.0,Neutral,0.0,Long,"Popular but Declining (Low Sentiment, High Volume)"
Numero 28 Cucina,59,"Wine Bar, Italian",“Delightful discovery”,No,No,22,2,1.0,1.0,Positive,1.0,Short,"Stars (High Sentiment, High Volume)"
Osteria Cotta,153,Italian,“I had spaghetti and my friend had an egg/cheese dish and they were both good.”,No,No,79,15,0.7,0.6000000000000001,Positive,0.7,Long,"Stars (High Sentiment, High Volume)"
Longo Bros,18,"American, Bar",“Do Not Miss! Phenomenal!”,No,No,26,4,0.625,0.5,Positive,0.625,Short,"Hidden Gems (High Sentiment, Low Volume)"
The Wilson NYC,57,Italian,“Fish tacos were a little pricy for lunc...”,No,No,44,8,-0.1875,0.5,Negative,0.1875,Long,"Popular but Declining (Low Sentiment, High Volume)"
Firenze Ristorante,87,"Bar, American",“Very good UES Italian”,No,No,23,4,0.45499999999999996,0.39000000000000007,Positive,0.45499999999999996,Short,"Stars (High Sentiment, High Volume)"
Ben & Jack's Steakhouse,87,American,“The bartender/server suggested the ribeye as well as the special mashed potat...”,No,No,82,12,0.35714285714285715,0.5714285714285714,Positive,0.35714285714285715,Long,"Stars (High Sentiment, High Volume)"
Cheese Grille,55,"American, Contemporary",“Best grilled cheese sandwich”,No,No,30,4,1.0,0.3,Positive,1.0,Medium,"Stars (High Sentiment, High Volume)"
Copinette,47,American,"“Neighborhood Gem: welcoming, reasonable...”",No,No,44,4,0.2,0.6,Positive,0.2,Long,"Popular but Declining (Low Sentiment, High Volume)"
TY Bar - Four Seasons New York,97,"American, Bar",“Excellent!”,No,No,12,1,1.0,1.0,Positive,1.0,Very Short,"Stars (High Sentiment, High Volume)"
City Winery New York City,146,Italian,“... / lemon-dressed arugula/ herb fries and complemented the whole meal with ...”,No,No,82,13,0.2,0.4,Positive,0.2,Long,"Popular but Declining (Low Sentiment, High Volume)"
Nino's Restaurant,174,"Chinese, Steakhouse","“The old style made-at-the-table Caesar Salad was fantastic, almost a meal in...”",No,No,81,12,0.25,0.55,Positive,0.25,Long,"Popular but Declining (Low Sentiment, High Volume)"
Brooklyn Chop House - Times Square,3,"American, Cafe",“Worth the price”,No,No,17,3,0.3,0.1,Positive,0.3,Very Short,"Needs Improvement (Low Sentiment, Low Volume)"
Studio Cafe at The Whitney Museum of American Art,145,American,“A Good Choice for Lunch or a Break”,No,No,36,8,0.7,0.6000000000000001,Positive,0.7,Medium,"Stars (High Sentiment, High Volume)"
Flat Top,78,"Caribbean, Latin",“Better second time around”,No,No,27,4,0.25,0.25,Positive,0.25,Short,"Popular but Declining (Low Sentiment, High Volume)"
Amor Cubano,93,"Japanese, Seafood",“enjoyed the experience!”,No,No,25,3,0.625,0.7,Positive,0.625,Short,"Stars (High Sentiment, High Volume)"
O Ya,75,"Fast Food, American",“Excellent japanese food”,No,No,25,3,0.5,0.5,Positive,0.5,Short,"Stars (High Sentiment, High Volume)"
Flavors Cafe,93,"American, Pizza",“Great Location”,No,No,16,2,0.8,0.75,Positive,0.8,Very Short,"Stars (High Sentiment, High Volume)"
Starlight Deli,98,"American, Deli",“Cute deli with great food.”,Deli,Yes,28,5,0.65,0.875,Positive,0.65,Short,"Stars (High Sentiment, High Volume)"
Le Monde,175,"French, European",“Very good bistro food and service”,Diner,Yes,35,6,0.9099999999999999,0.7800000000000001,Positive,0.9099999999999999,Medium,"Stars (High Sentiment, High Volume)"
Gracie Mews Restaurant Corporation,78,"American, Diner",“Great local diner”,Duck,Yes,19,3,0.4,0.375,Positive,0.4,Short,"Stars (High Sentiment, High Volume)"
H K Wonton Garden,123,"Chinese, Asian",“My husband had a duck vegetable cassero...”,Crab Cakes,Yes,44,7,0.0,0.0,Neutral,0.0,Long,"Popular but Declining (Low Sentiment, High Volume)"
Giardino D'oro,82,Italian,“Perfect!”,Hot And Sour Soup,Yes,10,1,1.0,1.0,Positive,1.0,Very Short,"Stars (High Sentiment, High Volume)"
Benjamin Steakhouse Prime,309,"Seafood, Soups","“The Prawn starter (which we're still talking about), Crab Cakes and the Steak...”",Sports Bar,Yes,82,13,0.0,0.0,Neutral,0.0,Long,"Popular but Declining (Low Sentiment, High Volume)"
Papatzul,98,"Mexican, Latin",“Great quality food”,Pasta,Yes,20,3,0.8,0.75,Positive,0.8,Short,"Stars (High Sentiment, High Volume)"
Wu Liang Ye,216,"Chinese, Asian",“... the Hot and Sour Soup was excellent...”,Fish And Chips,Yes,44,8,0.3666666666666667,0.65,Positive,0.3666666666666667,Long,"Stars (High Sentiment, High Volume)"
NYY Steak,17,"American, Steakhouse",“I was expecting more of a sports bar but to my surprise it was anything but t...”,Crostini,Yes,82,17,0.5,0.5,Positive,0.5,Long,"Hidden Gems (High Sentiment, Low Volume)"
Anytime,44,"Asian, Korean",“Satisfied restaurant in a while”,Sushi,Yes,33,5,0.5,1.0,Positive,0.5,Medium,"Stars (High Sentiment, High Volume)"
Angeletto Restaurant,51,"Italian, European",“Others had lasagna pasta all very good .”,Catfish,Yes,42,8,0.9099999999999999,0.7800000000000001,Positive,0.9099999999999999,Medium,"Stars (High Sentiment, High Volume)"
Allora Fifth Ave,9,"Italian, Mediterranean",“Good experience for dinner”,Indian,Yes,28,4,0.7,0.6000000000000001,Positive,0.7,Short,"Hidden Gems (High Sentiment, Low Volume)"
Shakespeare,115,"Bar, British","“Ah, fish and chips and shepherd's pie done up to perfection1 The relatively l...”",Steak,Yes,82,14,0.0,0.0,Neutral,0.0,Long,"Popular but Declining (Low Sentiment, High Volume)"
Follia,97,Italian,“The Arancini and assortment of Crostini are delicious as well.”,Twist,Yes,64,10,1.0,1.0,Positive,1.0,Long,"Stars (High Sentiment, High Volume)"
The Hog Pit,100,"American, Bar",“Great ambience”,Salad,Yes,16,2,0.8,0.75,Positive,0.8,Very Short,"Stars (High Sentiment, High Volume)"
Old Tbilisi Garden,108,Eastern European,“More delicious Georgian food than you can...”,Ribeye,Yes,46,7,0.75,0.75,Positive,0.75,Long,"Stars (High Sentiment, High Volume)"
Blockheads Burritos,59,Mexican,"“Amazing Mexican burritos,”",Friendly Atmosphere,Yes,27,3,0.30000000000000004,0.45,Positive,0.30000000000000004,Short,"Stars (High Sentiment, High Volume)"
Momoya Soho,9,"Japanese, Seafood",“Leave it to Sushi Chef!”,Green Curry,Yes,25,5,0.0,0.0,Neutral,0.0,Short,"Needs Improvement (Low Sentiment, Low Volume)"
The Boil,63,"Seafood, American",“I loved the catfish bowl that my husband ordered.”,No,Yes,51,9,0.7,0.8,Positive,0.7,Long,"Stars (High Sentiment, High Volume)"
Resca,33,Italian,“Great Stop on the High Line”,No,Yes,29,6,0.48000000000000004,0.645,Positive,0.48000000000000004,Medium,"Stars (High Sentiment, High Volume)"
Nippon Restaurant,85,"Japanese, Sushi",“One of our favorite Japanese Restaurants”,No,No,42,6,0.25,0.5,Positive,0.25,Medium,"Popular but Declining (Low Sentiment, High Volume)"
Aangan Indian Cuisine,76,"Indian, American","“My wife and I disagreed on the quality of the food, but I eat Indian food oft...”",No,No,82,17,0.0,0.0,Neutral,0.0,Long,"Popular but Declining (Low Sentiment, High Volume)"
Morgan Cafe,93,"Cafe, American","“The space is great, the food ia okay”",No,No,38,8,0.65,0.625,Positive,0.65,Medium,"Stars (High Sentiment, High Volume)"
Haru Sushi,141,"Japanese, Sushi",“Good food and fast service”,No,No,28,5,0.44999999999999996,0.6000000000000001,Positive,0.44999999999999996,Short,"Stars (High Sentiment, High Volume)"
Edward's,121,American,“Good place”,No,No,12,2,0.7,0.6000000000000001,Positive,0.7,Very Short,"Stars (High Sentiment, High Volume)"
Vanilla Gorilla Cafe,20,"Cafe, Italian",“... Cafe Is a great place for delicious coffee and breakfast items with a twist.”,No,No,82,15,0.9,0.875,Positive,0.9,Long,"Hidden Gems (High Sentiment, Low Volume)"
Center Bar,109,"Bar, American",“Nice place for a quick snack and drink”,No,No,40,8,0.4666666666666667,0.75,Positive,0.4666666666666667,Medium,"Stars (High Sentiment, High Volume)"
Frenchette,116,"French, European",“We shared a mixed red lettuce salad whi...”,No,No,44,8,0.0,0.125,Neutral,0.0,Long,"Popular but Declining (Low Sentiment, High Volume)"
John Doe,83,"Irish, American",“Just what we need Friendly atmosphere Would recommend”,No,No,55,8,0.375,0.5,Positive,0.375,Long,"Stars (High Sentiment, High Volume)"
Talia's Steakhouse and Bar,236,"American, Middle Eastern",“Passover at Talia's”,No,No,21,3,0.0,0.0,Neutral,0.0,Short,"Popular but Declining (Low Sentiment, High Volume)"
Sushiden Madison Ave,77,"Japanese, Sushi",“Enjoyable lunch with high quality sushi”,No,No,41,6,0.33,0.5700000000000001,Positive,0.33,Medium,"Stars (High Sentiment, High Volume)"
Pad Thai Noodle Lounge,97,"Asian, Thai",“My go to place when I'm in the mood for some Thai soup and a green curry etc....”,No,No,82,18,-0.2,0.3,Negative,0.2,Long,"Popular but Declining (Low Sentiment, High Volume)"
&pizza - NoMad,36,"Pizza, Fast Food",“Solid pizza”,No,No,13,2,0.0,0.1,Neutral,0.0,Very Short,"Popular but Declining (Low Sentiment, High Volume)"
Cafe Evergreen,73,"Chinese, Asian",“Dumplings are out of this world.”,Dumplings,Yes,34,6,0.0,0.0,Neutral,0.0,Medium,"Popular but Declining (Low Sentiment, High Volume)"
Tito Murphy's Cantina & Kitchen,47,"Mexican, Latin",“Really good tacos”,Tacos,Yes,19,3,0.7,0.6000000000000001,Positive,0.7,Short,"Stars (High Sentiment, High Volume)"
